,topic,link,replies,views
10268,how do you use ghost effect???????,/discuss/topic/293879/,13,4088
23868,Making a sprite appear only if another sprite is clicked,/discuss/topic/151274/,6,4086
23795,Making a sprite appear only if another sprite is clicked,/discuss/topic/151274/,6,4084
39973,how to make the dog chase tha cat,/discuss/topic/8135/,14,4077
14934,Code to delete sprite.,/discuss/topic/108706/,8,4073
37714,Help.. Anyone Know If/How To Get Things To Explode On Impact??????,/discuss/topic/27842/,11,4056
16271,Sprite moving in circle around a central point,/discuss/topic/51534/,9,4037
5845,How can I set X and Y position of a variable?,/discuss/topic/194428/,20,4026
2858,How to Reduce or Eliminate Lag in Your Project,/discuss/topic/169726/,55,4018
30970,when a timer gets to 0 how do you make it switch backdrop when it happens,/discuss/topic/10867/,9,4001
41857,"Does the ""If Touching <Sprite>"" detect hidden objects?",/discuss/topic/51747/,9,3997
9124,how do you make a calculator in scratch,/discuss/topic/144712/,14,3995
5352,How to restore an older version of the project?,/discuss/topic/173431/,15,3992
20751,How to make a cloud list engine: a tutorial,/discuss/topic/50812/,44,3987
13244,HOW TO MAKE AI?,/discuss/topic/285571/,12,3981
25457,"How can you make a sprite walk left or right, but animated with left and right costumes?",/discuss/topic/192385/,9,3973
24324,Is there a way to disable Autosave?,/discuss/topic/16643/,35,3969
6312,How do i change to a new scene and change sprite and background,/discuss/topic/238528/,12,3966
43593,"Stop asking question given with ""Ask ___ and Wait"" block?",/discuss/topic/22676/,15,3965
10679,Move 10 Steps,/discuss/topic/26943/,13,3962
10625,Move 10 Steps,/discuss/topic/26943/,13,3960
42882,How to ask and wait number of seconds?,/discuss/topic/36483/,21,3957
41452,Help with ONLINE MULTIPLAYER,/discuss/topic/7406/,27,3953
19264,Whats the best way to make coins in a platformer?,/discuss/topic/7669/,15,3945
26323,How do I make a sprite point towards a clone?,/discuss/topic/87020/,9,3944
44584,"How to make a sprite hide, when you click another sprite it shows?",/discuss/topic/101126/,7,3934
3721,How to make a sprite not go through walls?,/discuss/topic/135472/,27,3892
41493,Enemy HELP?!?!?!?!?!,/discuss/topic/23070/,9,3885
29359,Enemy Spawning and creating,/discuss/topic/123946/,12,3884
37586,*.sb2 convert to *.exe,/discuss/topic/17384/,11,3880
22066,Random spawning,/discuss/topic/168950/,15,3876
40007,How can you get the green pipes to move on flappy bird to the left?,/discuss/topic/43902/,14,3866
21768,怎样才能下载Scratch,/discuss/topic/289030/,2,3859
35324,How Do You Make a Spite Touch Another Sprite?,/discuss/topic/21457/,22,3852
40754,Saving script (cloud data) WITHOUT a code,/discuss/topic/28006/,50,3851
44025,How do you make sprites kick things?!,/discuss/topic/40882/,8,3851
12216,Fill a square/circle,/discuss/topic/68150/,8,3848
32518,How do you make a brand new scene in Scratch with different sprites?,/discuss/topic/36706/,7,3840
22736,how do you change the name of a sprite in 2.0,/discuss/topic/9142/,12,3834
22974,need help with healthbars,/discuss/topic/41001/,12,3820
41084,Does anybody know how to find whos playing your game,/discuss/topic/32240/,30,3819
36522,Need help with Ping Pong game !,/discuss/topic/85098/,11,3819
22303,Removing Background,/discuss/topic/45654/,6,3811
2526,How do I make a dress up game??,/discuss/topic/100682/,15,3810
23574,Can two sprites move simultaneously? PLEASE HELP,/discuss/topic/69996/,7,3810
4639,Make a sprite shoot a projectile,/discuss/topic/109686/,19,3784
23634,How to make sprites drop?,/discuss/topic/216534/,8,3781
28747,Wall Detection in Platformers,/discuss/topic/20029/,13,3780
41357,when you lose game how to change background????,/discuss/topic/36650/,10,3779
9201,I can't debug the paddle bounce in my new pong game. currently version 1.0,/discuss/topic/93360/,10,3773
21779,"I need certain sprites to avoid other sprites , can you help ?",/discuss/topic/42219/,15,3758
39093,Safe Chat Cloud Data,/discuss/topic/3547/,50,3755
39857,Stopping one sound to start another,/discuss/topic/42470/,8,3746
37131,Is there any way to return values from custom blocks?,/discuss/topic/4315/,5,3746
14542,(ANSWERED) How to sense 2 clones touching each other,/discuss/topic/225984/,48,3740
43858,Is it possible to make a multiplayer-ish game Like club penguin? c:,/discuss/topic/20427/,11,3729
14551,Random Direction Script?,/discuss/topic/118314/,14,3728
38805,repeat until broadcast recieved,/discuss/topic/34150/,4,3722
23407,"HOW do I make a sprite endlessly march across the screen, left to right?",/discuss/topic/87480/,11,3722
6423,How to make a rhythm game thing?,/discuss/topic/151110/,10,3717
25142,My sprites won't respond - help!,/discuss/topic/25533/,29,3715
1156,Cloud Login System?,/discuss/topic/14612/,42,3711
9799,How do I make a sprite point towards the closest object out of a select few sprites?,/discuss/topic/122354/,33,3699
49378,**How Would I Make a High Score Table?**,/discuss/topic/4525/,6,3695
8750,Does anyone know how to make a sprite stand on something?,/discuss/topic/214814/,23,3694
22969,Making sprites react to certain answers,/discuss/topic/165402/,11,3683
948,Walking + Animation?,/discuss/topic/296129/,24,3673
5553,Sprite list,/discuss/topic/103460/,7,3665
882,Walking + Animation?,/discuss/topic/296129/,24,3658
32193,How can I get my sprite to change costumes and glide at the same time?,/discuss/topic/27153/,12,3653
32127,How can I get my sprite to change costumes and glide at the same time?,/discuss/topic/27153/,12,3653
38738,How To Create A Button Combo?,/discuss/topic/30488/,19,3645
1199,How do you make collision detection between 2 sprites?,/discuss/topic/197219/,16,3642
41704,How to get more than 300 clones,/discuss/topic/3688/,19,3637
13822,How to flip sprites?,/discuss/topic/348720/,2,3632
12021,How to make an Audio Visualizer?,/discuss/topic/279652/,31,3632
37221,I need help to make a fnaf fan game!,/discuss/topic/124030/,16,3626
8162,How to End Game when All Items Collected,/discuss/topic/6645/,12,3625
50079,Making a sprite shoot a soccer ball,/discuss/topic/21198/,7,3615
19634,"Sending sprites to front and back,",/discuss/topic/99946/,9,3586
2345,Adding all numbers in a list,/discuss/topic/59232/,13,3579
5837,"Cloud data, saving?",/discuss/topic/6165/,32,3578
11660,"How can I ""limit"" my variables?",/discuss/topic/200052/,26,3574
11611,"How can I ""limit"" my variables?",/discuss/topic/200052/,26,3572
18842,How to broadcast messages!,/discuss/topic/180808/,11,3565
11305,Clearing the screen,/discuss/topic/236395/,13,3556
11846,My score won't change ...,/discuss/topic/143572/,24,3554
23456,If sprite clicked help?,/discuss/topic/67146/,14,3551
48990,Yv? Xv? what?,/discuss/topic/52997/,7,3550
19991,leaving a line in a sprites wake... how?,/discuss/topic/24691/,17,3546
3108,How to make two sprites interact,/discuss/topic/165730/,13,3530
47905,countdown timer on ask and wait,/discuss/topic/52109/,9,3523
33211,https://scratch.mit.edu/projects/116022131/,/discuss/topic/208300/,17,3518
24840,making a death count on my game,/discuss/topic/159746/,11,3516
14214,Raycaster Fisheye Effect HELP,/discuss/topic/100322/,26,3509
14184,Raycaster Fisheye Effect HELP,/discuss/topic/100322/,26,3507
43952,Can you comment out code in Scratch?,/discuss/topic/7022/,12,3502
2431,Color Detection???,/discuss/topic/64772/,24,3489
4283,how to make sprite go in one side and come out the other like pac man almost plz help,/discuss/topic/218919/,33,3480
34788,Scratch School - Vector Art Lesson Archive,/discuss/topic/17579/,29,3477
3153,Uploading GIF to background,/discuss/topic/135658/,20,3463
10349,Restoring Lost Work,/discuss/topic/233083/,19,3438
38393,How to make a Jumpscare Animation,/discuss/topic/149836/,18,3438
7668,How to make a sprite react when hit by another sprite?,/discuss/topic/186097/,17,3435
607,Best way to make good sprites/backgrounds?,/discuss/topic/107186/,18,3419
32374,Guide to Case Sensing (2.0),/discuss/topic/15324/,12,3415
34414,Hide when touching edge,/discuss/topic/166915/,12,3413
4232,how to make moving obstacles?,/discuss/topic/187315/,14,3402
3168,Make enemy shoot,/discuss/topic/36506/,20,3398
28200,Can't import music,/discuss/topic/8443/,33,3396
26358,Change background once the sprite hits the edge,/discuss/topic/140896/,4,3392
2251,How to see who enters your project,/discuss/topic/417192/,34,3383
28905,i can't see my sprite!,/discuss/topic/34831/,13,3374
14131,How do I make it so the game repeats music until it recieves a broadcast?,/discuss/topic/32445/,14,3371
29137,"switching level, hiding sprites then making them appear in different spots in level 2",/discuss/topic/176282/,7,3365
49059,Need help with advanced cloning = make enemy clones shoot clones,/discuss/topic/63940/,13,3359
25657,How to make a sprite shoot something ???,/discuss/topic/86766/,14,3353
32658,How to lose a life,/discuss/topic/28156/,8,3345
4367,How to remove a letter from a string?,/discuss/topic/149674/,21,3343
25026,Pause script,/discuss/topic/112380/,9,3338
7381,Scratch Secrets : 2.0 Edition,/discuss/topic/17688/,38,3330
21841,Pen Color Detection,/discuss/topic/116384/,38,3329
27849,How to make a NPC sprite?,/discuss/topic/33229/,19,3328
49553,"How do I end a ""forever"" command in the script?",/discuss/topic/19111/,16,3322
49513,"How do I end a ""forever"" command in the script?",/discuss/topic/19111/,16,3321
28834,I need to open a door.,/discuss/topic/19344/,9,3314
12133,Is there a maximum variable length?,/discuss/topic/112982/,19,3310
19776,Do I make a countdown clock?,/discuss/topic/273908/,14,3290
37615,How do I make a script stop and then start all over again?,/discuss/topic/171369/,7,3288
10534,how to use pen,/discuss/topic/278479/,30,3281
19120,All sprite detection,/discuss/topic/20206/,10,3280
27164,How to make a F.N.A.F camera pull up button? PLEASE HELP!,/discuss/topic/120828/,27,3280
23581,Sprite Floating,/discuss/topic/125888/,13,3280
31257,Any way to detect if a project has been stopped?,/discuss/topic/33667/,29,3279
4460,Faster over time,/discuss/topic/145720/,27,3279
8380,How to Prevent Sprites from Overlapping!!!!,/discuss/topic/178545/,13,3268
1123,How do I make 3d with pen?,/discuss/topic/189473/,20,3265
27839,Character standing on....,/discuss/topic/39988/,21,3261
49673,RPG Attack and Solid Objects,/discuss/topic/6821/,17,3260
35666,How to have multiple clones?,/discuss/topic/53688/,9,3255
35613,How to have multiple clones?,/discuss/topic/53688/,9,3254
44326,Ruchome tło,/discuss/topic/122932/,1,3250
52222,How do you make a randomly generated maze?,/discuss/topic/8177/,12,3248
38651,3 Dimensial Game,/discuss/topic/50892/,29,3245
38180,only allow number answers?,/discuss/topic/150938/,16,3244
1312,"Converting usernames to numbers, please help",/discuss/topic/9363/,19,3232
4192,How to make a sprite follow a colour,/discuss/topic/177383/,19,3221
3503,How do I make the background change when i hit the edge of the screen?,/discuss/topic/273772/,27,3216
32763,How do I make a sprite appear disappear as they move on and off screen?,/discuss/topic/211176/,13,3211
4810,how do i define a block?,/discuss/topic/35873/,30,3204
3280,How does Brightness effect work?,/discuss/topic/10604/,12,3199
37227,Gravity and solid blocks?,/discuss/topic/12632/,9,3199
3224,How does Brightness effect work?,/discuss/topic/10604/,12,3196
29752,How do you make characters move and show their arms and legs moving as well?,/discuss/topic/46543/,14,3194
1336,Coding a Sans Battle?,/discuss/topic/167318/,21,3189
37980,How do I make my sprite go to the opposite direction of the edge when it touches an edge?,/discuss/topic/39791/,7,3183
54164,Objekte zufällig runterfallen lassen?,/discuss/topic/21178/,2,3181
2074,Script to send an email?,/discuss/topic/11918/,20,3176
2004,Script to send an email?,/discuss/topic/11918/,20,3174
14653,Sensing and hidden sprites,/discuss/topic/14582/,12,3173
37497,Scratch block (when I receive message 1),/discuss/topic/55186/,8,3162
7470,How to sense costume?,/discuss/topic/199838/,9,3160
6730,Point Towards Mouse Pointer,/discuss/topic/23526/,18,3158
24496,"Getting Projects from 1.4, to 2.0",/discuss/topic/2381/,16,3143
35395,Homing missiles on clones?,/discuss/topic/16530/,53,3141
11400,Character Customization,/discuss/topic/77070/,21,3139
50258,Fixed Dragging of Multiple Sprites/Clones,/discuss/topic/10427/,6,3132
5899,How do you make a circle with the pen tool?,/discuss/topic/240126/,13,3131
43169,Help with reloading and ammo,/discuss/topic/7267/,14,3127
30736,Stopping and starting the game.,/discuss/topic/38313/,10,3121
8958,how to make a 3D shooting Game,/discuss/topic/77632/,17,3118
8908,how to make a 3D shooting Game,/discuss/topic/77632/,17,3116
28621,Text in background,/discuss/topic/26814/,7,3115
19205,Follow Mouse Pointer Left/Right,/discuss/topic/216741/,34,3113
41231,Clone coordinates problem,/discuss/topic/2966/,14,3107
24586,How to add level when points reach 5 - Pong Game,/discuss/topic/36907/,6,3102
15147,Axis of Rotation of a Sprite?,/discuss/topic/68980/,3,3102
33289,Scripts not working,/discuss/topic/78572/,26,3099
44554,while my sprite is saying something with the 'say' block from 'looks' how do i get it to switch costumes repetitively at the same time?,/discuss/topic/76768/,18,3098
8318,fill area by pen,/discuss/topic/170378/,8,3093
49875,Using the pen with soft edges,/discuss/topic/47703/,26,3087
51620,Impassible walls? :O,/discuss/topic/21281/,9,3080
23648,My Game Isn't Working!,/discuss/topic/9638/,21,3080
14363,If not equal variable,/discuss/topic/11788/,3,3080
46427,Trajectory Prediction,/discuss/topic/76642/,55,3079
14279,If not equal variable,/discuss/topic/11788/,3,3078
7536,How Do I Remove a Sprite Mid-Game??,/discuss/topic/221951/,20,3073
8953,Changing Sprite color,/discuss/topic/36911/,12,3066
